Financial_Year,Date_of_Fund_Release,State,District,Department,Scheme_Name,Fund_Source,Implementing_Agency,Sanctioned_Amount_Lakhs,Fund_Released_Lakhs,Fund_Utilized_Lakhs,Utilization_Percent,Physical_Target_Units,Physical_Achievement_Units,Physical_Achievement_Percent,Beneficiaries_Target,Beneficiaries_Covered,Beneficiary_Coverage_Percent,Status
2024-25,2024-04-02,Karnataka,Mangaluru,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,576.75,406.98,129.87,31.91,74,24.0,32.432432432432435,3576,1202.0,33.612975391498885,Ongoing
2023-24,2024-07-11,West Bengal, Asansol,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,84.91,54.82,38.24,69.76,379,59.0,15.567282321899736,3634,523.0,14.391854705558613,Ongoing
2023-24,2024-11-14,Uttar Pradesh,Varanasi,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Gram Panchayat,154.63,132.98,125.87,94.65,302,159.0,52.64900662251656,1410,759.0,53.829787234042556,Ongoing
2023-24,2023-03-21,Madhya Pradesh,Indore ,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,377.03,242.57,234.12,96.52,77,75.0,97.40259740259741,2739,2706.0,98.79518072289156,Completed
2023-24,2024-08-16,Madhya Pradesh,bhopal,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,District Panchayat / Zilla Parishad,708.86,493.21,456.2,92.5,149,148.0,99.32885906040269,4734,4736.0,100.04224757076467,Completed
2022-23,2024-09-07,West Bengal,Siliguri,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Gram Panchayat,678.2,458.41,423.2,92.32,361,359.0,99.44598337950139,1515,1471.0,97.0957095709571,Completed
2022-23,2022-02-26,Gujarat,Vadodara,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Gram Panchayat,140.46,136.89,174.44,81.965,279,279.0,100.0,4009,3626.0,90.44649538538289,Completed
2024-25,2023-07-17,West Bengal,Siliguri,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,766.43,538.56,423.21,78.58,144,62.0,43.05555555555556,1122,442.0,39.39393939393939,Ongoing
2023-24,2023-09-18,Kerala,Kochi,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),State Nodal Agency,725.21,724.72,174.44,81.965,18,0.0,0.0,3019,0.0,0.0,Not Started
2022-23,2022-07-17,Uttar Pradesh,Kanpur ,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Gram Panchayat,270.24,210.97,89.15,42.26,207,151.0,72.94685990338165,2519,1854.0,73.60063517268757,Delayed
2022-23,2025-02-02,West Bengal,Asansol,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,790.25,672.44,666.22,99.08,256,202.0,78.90625,3172,2324.0,73.26607818411097,Delayed
2022-23,2024-07-25,West Bengal,siliguri,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Gram Panchayat,795.78,460.48,425.83,92.48,432,432.0,100.0,1709,1713.0,100.23405500292569,Completed
2024-25,2024-11-18,Madhya Pradesh,Ujjain,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,District Panchayat / Zilla Parishad,359.95,333.41,125.71,37.7,185,107.0,57.83783783783784,1824,978.0,53.61842105263158,Ongoing
2022-23,2023-10-25,Bihar, Bhagalpur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),State Nodal Agency,551.16,279.16,274.39,98.29,366,364.0,99.4535519125683,402,361.0,89.80099502487562,Completed
2024-25,2023-11-09,Rajasthan,Ajmer,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),State Nodal Agency,532.71,488.48,400.19,81.93,368,68.0,18.478260869565215,656,120.0,18.29268292682927,Ongoing
2024-25,2021-04-10,Bihar,Bhagalpur,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),NGO / Partner Organisation,632.15,570.44,432.31,75.79,36,11.0,30.555555555555557,3008,873.0,29.022606382978722,Ongoing
2024-25,2024-06-05,Tamil Nadu,Madurai,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,State Nodal Agency,727.72,621.1,593.89,95.62,203,124.0,61.083743842364534,2339,1486.0,63.53142368533561,Ongoing
2023-24,2024-07-02,Maharashtra,Kolhapur,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),NGO / Partner Organisation,305.38,272.12,104.44,38.38,483,283.0,58.59213250517599,1909,1139.0,59.66474594028287,Delayed
2023-24,2022-07-24,Rajasthan,jodhpur,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,665.12,484.17,0.0,0.0,230,0.0,0.0,1270,0.0,0.0,Not Started
2022-23,2023-03-05,Rajasthan,Jaipur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),State Nodal Agency,625.13,369.84,354.89,95.96,198,196.0,98.98989898989899,1696,1709.0,100.76650943396226,Completed
2022-23,2024-02-10,Maharashtra,Nashik,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Urban Local Body (ULB),407.65,354.13,151.53,42.79,305,269.0,88.19672131147541,4696,3896.0,82.96422487223168,Ongoing
2023-24,2024-11-20,Maharashtra,Pune,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,State Nodal Agency,170.86,124.04,121.2,97.71,198,197.0,99.4949494949495,171,1202.0,702.9239766081871,Completed
2024-25,2025-03-01,Kerala,Kochi,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,102.31,58.38,54.28,92.98,351,350.0,99.71509971509973,1430,1320.0,92.3076923076923,Completed
2024-25,2023-08-22,Kerala,thiruvananthapuram,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Gram Panchayat,176.39,148.32,138.17,93.16,361,361.0,100.0,2619,2586.0,98.73997709049256,Completed
2023-24,2024-04-24,Karnataka, Mangaluru,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,70.79,53.07,23.7,44.66,417,269.0,64.5083932853717,4474,2937.0,65.6459544032186,Delayed
2022-23,2022-06-13,Bihar,Patna,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,254.7,145.82,56.73,38.9,74,30.0,40.54054054054054,1276,527.0,41.30094043887148,Delayed
2024-25,2024-03-23,Bihar,gaya,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),State Nodal Agency,59.8,31.34,25.65,81.84,423,111.0,26.24113475177305,3756,978.0,26.038338658146966,Delayed
2023-24,2023-06-12,Kerala,Thrissur,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Gram Panchayat,144.73,96.58,29.49,30.53,36,10.0,27.77777777777778,4518,1222.0,27.047366091190796,Delayed
2022-23,2023-07-18,Kerala,Kozhikode,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,93.81,50.79,42.24,83.17,318,240.0,75.47169811320755,636,1202.0,188.99371069182388,Delayed
2022-23,2025-01-09,Kerala, Kollam,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,567.68,372.32,333.87,89.67,171,169.0,98.83040935672514,4367,4299.0,98.44286695672086,Completed
2024-25,2021-08-21,Bihar,bhagalpur,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,NGO / Partner Organisation,485.79,399.12,283.47,71.02,453,398.0,87.85871964679912,2599,1202.0,46.24855713736052,Delayed
2022-23,2022-02-13,Madhya Pradesh,Gwalior,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Gram Panchayat,76.46,44.46,37.88,85.2,400,400.0,100.0,772,788.0,102.07253886010363,Completed
2021-22,2023-01-30,Tamil Nadu,Salem,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Urban Local Body (ULB),492.32,437.96,0.0,0.0,465,0.0,0.0,4024,0.0,0.0,Not Started
2023-24,2024-01-21,Tamil Nadu,Madurai,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Gram Panchayat,714.09,487.35,485.22,99.56,128,126.0,98.4375,3718,3496.0,94.02904787520173,Completed
2024-25,2023-11-02,Tamil Nadu,madurai,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,272.27,236.2,203.17,86.02,358,356.0,99.4413407821229,4633,4248.0,91.69004964385927,Completed
2023-24,2023-08-29,Kerala, Kochi,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,765.28,469.22,214.25,45.66,158,136.0,86.07594936708861,2768,2458.0,88.80057803468208,Delayed
2023-24,2024-07-04,Gujarat,Rajkot,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),State Nodal Agency,462.73,236.77,202.97,85.72,292,291.0,99.65753424657534,2005,1921.0,95.81047381546135,Completed
2024-25,2021-07-26,Maharashtra,Nashik,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),Gram Panchayat,32.59,24.88,22.84,91.8,371,371.0,100.0,1811,1825.0,100.7730535615682,Completed
2022-23,2024-04-26,West Bengal,Kolkata,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),Gram Panchayat,500.2,400.03,381.37,95.34,422,421.0,99.76303317535546,406,409.0,100.73891625615762,Completed
2023-24,2025-01-05,Madhya Pradesh,Jabalpur,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,691.25,591.46,373.94,63.22,67,62.0,92.53731343283582,593,503.0,84.82293423271501,Ongoing
2022-23,2023-12-15,Kerala,kochi,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,35.71,18.04,174.44,81.965,102,100.0,98.0392156862745,688,696.0,101.16279069767442,Completed
2023-24,2022-05-12,Tamil Nadu, Chennai,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,663.93,628.62,556.21,88.48,196,196.0,100.0,2589,2475.0,95.59675550405562,Completed
2022-23,2023-08-24,Kerala,kozhikode,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,739.51,526.87,351.27,66.67,404,22.0,5.445544554455446,727,40.0,5.502063273727647,Ongoing
2021-22,2023-09-29,Karnataka,hubballi,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Urban Local Body (ULB),68.9,38.64,35.9,92.91,20,18.0,90.0,2543,2105.0,82.77624852536374,Completed
2024-25,2024-02-17,Karnataka,Hubballi,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),State Nodal Agency,783.46,588.63,0.0,0.0,124,0.0,0.0,4597,0.0,0.0,Not Started
2023-24,2023-08-27,Gujarat, Vadodara,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),NGO / Partner Organisation,381.89,249.38,105.66,42.37,160,81.0,50.625,4958,2603.0,52.50100847115773,Delayed
2023-24,2022-08-26,Maharashtra,Aurangabad ,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),NGO / Partner Organisation,506.13,354.65,161.71,45.6,74,50.0,67.56756756756756,4585,2926.0,63.81679389312978,Ongoing
2022-23,2023-11-18,Karnataka,Mysuru,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),Urban Local Body (ULB),361.88,283.78,261.37,92.1,294,292.0,99.31972789115646,4374,4064.0,92.91266575217193,Completed
2023-24,2024-08-30,Madhya Pradesh,Ujjain,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,505.04,406.04,0.0,0.0,344,0.0,0.0,3562,0.0,0.0,Not Started
2024-25,2022-05-09,Tamil Nadu, Chennai,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,713.04,654.59,558.4,85.31,408,216.0,52.94117647058824,4507,2437.0,54.07144441979143,Delayed
2023-24,2023-11-03,Karnataka,hubballi,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Urban Local Body (ULB),156.46,80.25,54.2,67.54,293,283.0,96.58703071672356,129,112.0,86.82170542635659,Delayed
2022-23,2024-07-10,Maharashtra,Nashik,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Gram Panchayat,240.86,131.72,0.0,0.0,269,0.0,0.0,3361,0.0,0.0,Not Started
2024-25,2023-04-18,Rajasthan,Udaipur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),State Nodal Agency,651.57,520.43,226.53,43.53,321,196.0,61.059190031152646,1365,819.0,60.0,Delayed
2024-25,2021-08-29,Karnataka,Bengaluru ,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),Gram Panchayat,37.07,27.05,25.78,95.3,75,73.0,97.33333333333334,4693,4542.0,96.78244193479651,Completed
2023-24,2022-07-17,Madhya Pradesh, Indore,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Gram Panchayat,136.01,80.21,0.0,0.0,55,0.0,0.0,724,0.0,0.0,Not Started
2024-25,2022-08-14,Uttar Pradesh,Lucknow,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),NGO / Partner Organisation,422.39,261.62,81.71,31.23,446,172.0,38.56502242152467,4480,1788.0,39.91071428571429,Delayed
2023-24,2024-06-29,Uttar Pradesh, Agra,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,796.43,601.82,0.0,0.0,261,0.0,0.0,4136,0.0,0.0,Not Started
2021-22,2023-11-14,West Bengal,kolkata,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),Urban Local Body (ULB),724.15,454.07,354.48,78.07,30,24.0,80.0,2051,1531.0,74.64651389566065,Ongoing
2021-22,2023-09-19,Maharashtra,Aurangabad,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),State Nodal Agency,416.04,302.87,270.99,89.47,475,394.0,82.94736842105263,346,278.0,80.34682080924856,Ongoing
2023-24,2021-05-20,Karnataka,Hubballi,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,484.86,323.64,319.34,98.67,95,93.0,97.89473684210527,3852,3856.0,100.10384215991692,Completed
2023-24,2021-05-01,Uttar Pradesh,Varanasi,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Gram Panchayat,259.06,197.42,97.33,49.3,385,378.0,98.18181818181819,1715,1602.0,93.41107871720116,Ongoing
2022-23,2022-06-03,Madhya Pradesh,Ujjain,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),Gram Panchayat,775.51,630.14,0.0,0.0,451,0.0,0.0,2050,0.0,0.0,Not Started
2023-24,2021-11-19,Bihar,Darbhanga,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Gram Panchayat,668.1,542.17,300.81,55.48,480,346.0,72.08333333333333,3366,2509.0,74.5395127748069,Delayed
2022-23,2024-09-21,West Bengal,Durgapur,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Gram Panchayat,107.12,101.54,48.67,47.93,450,233.0,51.77777777777778,4654,2512.0,53.97507520412549,Ongoing
2023-24,2021-11-05,Gujarat,Rajkot,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Gram Panchayat,210.6,168.27,162.27,96.43,243,241.0,99.1769547325103,4417,4432.0,100.33959701154629,Completed
2024-25,2024-07-24,Uttar Pradesh,Varanasi,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,764.48,436.94,194.74,44.57,179,61.0,34.07821229050279,676,229.0,33.875739644970416,Delayed
2023-24,2023-05-03,West Bengal,Asansol,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Urban Local Body (ULB),700.08,541.89,523.33,96.57,198,198.0,100.0,2544,2450.0,96.30503144654088,Completed
2024-25,2021-09-25,Madhya Pradesh,Jabalpur,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,595.63,371.53,174.44,81.965,370,129.0,34.86486486486486,1598,55.0,3.44180225281602,Ongoing
2022-23,2025-01-22,Bihar,gaya,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Urban Local Body (ULB),791.5,526.3,228.57,43.43,202,52.0,25.742574257425744,716,175.0,24.441340782122907,Delayed
2024-25,2022-07-02,Maharashtra,Aurangabad,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),NGO / Partner Organisation,450.1,426.13,417.5,97.97,318,316.0,99.37106918238993,4383,4385.0,100.0456308464522,Completed
2024-25,2022-01-26,West Bengal,Durgapur,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,737.58,699.76,325.07,46.45,145,136.0,93.79310344827586,3256,2898.0,89.004914004914,Delayed
2024-25,2024-06-01,Uttar Pradesh,Meerut,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,758.01,667.59,221.1,33.12,171,59.0,34.50292397660819,2723,913.0,33.52919573999266,Ongoing
2024-25,2023-10-06,Bihar,darbhanga,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Gram Panchayat,244.73,217.84,189.79,87.12,286,285.0,99.65034965034964,4198,4186.0,99.71414959504527,Completed
2023-24,2023-07-31,Uttar Pradesh,Varanasi,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Gram Panchayat,477.93,437.74,284.29,64.94,291,262.0,90.03436426116839,2322,2076.0,89.40568475452196,Delayed
2022-23,2023-12-27,Madhya Pradesh, Jabalpur,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),Urban Local Body (ULB),712.63,495.35,449.13,90.67,202,202.0,100.0,1178,1151.0,97.70797962648557,Completed
2023-24,2024-02-09,Gujarat,Vadodara,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,NGO / Partner Organisation,573.35,483.25,415.87,86.06,336,336.0,100.0,671,690.0,102.83159463487333,Completed
2022-23,2021-10-13,Bihar,patna,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Gram Panchayat,461.76,442.65,344.35,77.79,369,278.0,75.33875338753387,1413,997.0,70.5590941259731,Ongoing
2023-24,2021-10-08,Bihar, Bhagalpur,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,NGO / Partner Organisation,229.27,159.92,100.0,62.53,390,158.0,40.51282051282051,435,167.0,38.39080459770115,Ongoing
2021-22,2023-02-18,West Bengal,Asansol,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Urban Local Body (ULB),762.09,414.89,353.38,85.17,117,87.0,74.35897435897436,4277,1202.0,28.103811082534484,Delayed
2024-25,2024-01-17,Bihar,Muzaffarpur,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),NGO / Partner Organisation,193.12,182.81,0.0,0.0,9,0.0,0.0,1167,0.0,0.0,Not Started
2023-24,2021-07-16,West Bengal,Howrah,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,State Nodal Agency,755.21,624.3,536.52,85.94,337,337.0,100.0,3988,3737.0,93.7061183550652,Completed
2022-23,2024-10-23,West Bengal,Durgapur ,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),NGO / Partner Organisation,762.46,443.0,399.92,90.28,388,129.0,33.24742268041237,1536,1523.0,99.15364583333334,Completed
2021-22,2023-06-29,Uttar Pradesh,Meerut,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,750.24,428.41,177.56,41.45,416,400.0,96.15384615384616,4803,4266.0,88.81948782011243,Ongoing
2023-24,2024-04-17,Rajasthan,kota,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),State Nodal Agency,730.27,525.52,501.98,95.52,402,400.0,99.50248756218906,1519,1424.0,93.74588545095457,Completed
